studyid,prev_ts,next_ts,fw_start,fw_end,sample,mipid,weightavailable,unique_mip,respondents,mipd1,mipd2,mipd3,mipd4,mipd5,mipd6,mipd7,mipd8,mipd9,mipd10,mipd11,mipd12,mipd13,mipd14,mipd15,mipds101,mipds102,mipds103,mipds105,mipds109,mipds110,mipds203,mipds204,mipds207,mipds308,mipds309,mipds401,mipds404,mipds503,mipds509,mipds601,mipds602,mipds603,mipds605,mipds610,mipds804,mipds901,mipds1001,mipds1011,mipds1012,mipde101,mipde102,mipde103,mipde105,mipde108,mipde109,mipde110,mipde501,mipde502,mipde504,mipdfp506,mipdfp601,mipdfp602,mipdfp603,mipdfp604,mipdfp605,mipdfp606,mipdfp608,mipdfp610,mipdfp701,mipdfp702,mipdsp201,mipdsp202,mipdsp203,mipdsp204,mipdsp205,mipdsp207,mipdsp208,mipdsp210,mipdsp211,mipdsp212,mipdsp217,cap1,cap2,cap3,cap4,cap5,cap6,cap7,cap8,cap9,cap10,cap12,cap13,cap14,cap15,cap16,cap17,cap18,cap19,cap20,cap21,cap22,cap23,cap24
"usaipo1953-0523",04nov1952,06nov1956,19nov1953,24nov1953,"National Adults",16,"None",25,1213,39.63491,8.571232,2.304662,.2473207,20.88623,14.26798,.6045617,0,0,8.270129,0,0,5.212971,0,0,0,2.440231,4.401131,.2473207,26.1783,4.187963,.8491344,.4245672,0,2.304662,0,0,0,0,0,4.161858,0,2.526531,7.579594,0,0,0,.3828891,.0824402,0,0,2.440231,4.401131,.2473207,2.179955,26.1783,4.187963,3.794999,0,3.101126,3.101126,4.161858,0,2.526531,0,7.579594,0,0,0,0,.6045617,0,2.381149,.8491344,.4245672,2.381149,0,0,0,1.36733,0,1.167903,41.24995,2.304662,.6718879,13.99011,2.179955,.8491344,0,0,0,0,0,4.762297,1.36733,0,14.37516,0,.6045617,4.161858,8.270129,0,5.212971,0,0
"usaipo1954-0528",04nov1952,06nov1956,19mar1954,24mar1954,"National Adults",1,"None",25,1472,34.26436,0,.4585598,1.145429,2.914402,34.84715,0,1.177132,1.378186,18.37749,.3818097,0,5.05548,0,0,3.179348,14.74023,3.704225,3.672037,4.984149,2.116168,0,0,0,.4585598,0,.3818097,.3818097,0,0,2.86523,2.162591,2.354264,15.61966,8.980169,1.177132,.3818097,1.041667,0,0,3.179348,14.74023,3.704225,3.672037,1.868207,4.984149,2.116168,1.924819,0,0,0,2.86523,2.162591,2.354264,0,15.61966,0,2.86523,8.980169,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32098,.4585598,.3818097,.9895833,1.868207,0,0,1.177132,0,0,1.145429,0,0,0,20.13652,0,0,14.71063,18.37749,0,6.433667,0,0
"usaipo1954-0540",04nov1952,06nov1956,02dec1954,07dec1954,"National Adults",16,"None",25,1481,24.90796,7.616878,4.589242,0,9.697598,21.06942,1.213466,.2194463,0,6.668114,1.197389,0,1.213466,0,21.60702,0,9.47357,2.007331,0,7.954728,2.707309,.5986946,0,0,2.294621,2.294621,0,0,0,1.213466,11.2543,2.369056,1.282917,6.163146,0,.2194463,0,0,1.213466,0,0,9.47357,2.007331,0,1.286293,7.954728,2.707309,1.434841,0,0,0,11.2543,2.369056,1.282917,0,6.163146,0,0,0,0,1.213466,2.328141,0,.5986946,0,3.849876,0,0,0,.8401659,0,0,24.31714,4.589242,0,7.049291,2.400968,.5986946,0,.2194463,1.213466,1.213466,1.197389,3.849876,.8401659,.7393653,9.815119,0,1.213466,11.2543,6.668114,0,1.213466,0,21.60702
"usaipo1955-0548",04nov1952,06nov1956,03jun1955,08jun1955,"National Adults",15,"None",19,1138,7.882877,3.831911,4.860867,0,4.962759,59.79998,0,3.47686,0,8.384802,.6151142,0,6.184827,0,0,0,2.267135,1.950268,0,1.950268,1.715206,0,0,3.831911,2.430434,2.430434,0,0,0,0,18.7591,3.50657,0,23.49192,10.53582,1.528998,0,0,0,0,0,2.267135,1.950268,0,0,1.950268,1.715206,1.881643,1.881643,0,0,18.7591,3.50657,0,0,23.49192,0,3.50657,10.53582,0,0,0,0,0,0,0,3.831911,0,0,0,0,0,11.64616,4.860867,1.947862,1.199473,0,0,0,1.528998,0,0,.6151142,3.831911,0,0,26.99849,0,0,32.80149,8.384802,0,6.184827,0,0
"usaipo1956-0561",04nov1952,06nov1956,08mar1956,13mar1956,"National Adults",12,"None",13,1623,9.82255,0,11.43031,0,23.46971,41.72161,0,0,0,1.602485,0,0,11.95334,0,0,1.022504,0,2.419468,1.022504,4.551585,0,0,0,0,8.572729,2.857576,0,0,0,0,16.67411,6.353974,0,6.353974,5.160069,0,0,0,0,1.386835,1.022504,0,2.419468,1.022504,.8064893,4.551585,0,1.022504,0,0,0,16.67411,6.353974,0,0,6.353974,5.160069,2.019409,5.160069,0,0,0,0,0,0,0,0,0,0,0,0,0,10.03856,11.43031,0,22.44721,.8064893,0,0,0,0,0,0,0,0,0,17.86802,0,0,23.85359,1.602485,0,11.95334,0,0
"usaipo1956-0565",04nov1952,06nov1956,31may1956,05jun1956,"National Adults",12,"None",13,1616,17.33051,2.897741,10.49217,0,19.1523,40.3223,0,.2449464,0,0,0,0,9.56003,0,0,1.26544,2.530881,1.26544,2.530881,5.428699,1.778291,1.084327,0,0,6.994781,3.497391,0,0,0,0,10.9398,2.82218,1.41109,21.8796,0,.1632976,0,0,0,0,1.26544,2.530881,1.26544,2.530881,1.26544,5.428699,1.778291,0,0,0,0,10.9398,2.82218,1.41109,0,21.8796,0,3.269628,0,0,0,0,.4533534,1.084327,0,.9067068,0,0,0,0,0,.4533534,14.79963,10.49217,0,19.1523,1.26544,1.084327,.0816488,.1632976,0,0,0,1.813414,0,1.26544,26.11287,0,0,14.20943,0,0,9.56003,0,0
"usaipo1956-0570",04nov1952,06nov1956,09sep1956,14sep1956,"National Adults",1,"None",25,1775,16.00328,3.071882,21.00374,0,5.928247,42.08701,0,0,.1127099,4.014888,2.166222,0,5.010363,.5716003,.030056,2.841534,3.351959,5.683068,0,2.51938,1.327954,2.106334,0,0,10.50187,10.50187,0,0,0,0,13.67932,1.485547,0,20.28681,6.635325,0,0,0,.6762595,0,2.841534,3.351959,5.683068,0,0,2.51938,1.327954,.297742,0,.9619892,.6642471,13.67932,1.485547,0,0,20.28681,0,0,6.635325,0,0,0,0,2.106334,0,0,0,0,0,.9655483,0,0,16.31938,21.00374,0,4.668517,0,2.106334,0,0,0,0,2.166222,0,.9655483,.279384,22.43661,0,0,20.31465,4.014888,0,5.123073,.5716003,.030056
"usaipo1956-0571",04nov1952,06nov1956,20sep1956,25sep1956,"National Adults",1,"None",25,1965,12.995,2.979135,14.13094,0,6.637424,49.86888,0,0,1.340092,4.080206,1.959142,0,5.775857,.2036228,.029695,2.479225,2.268334,4.958451,0,1.592742,1.541352,2.081497,0,0,7.065469,7.065469,0,0,0,0,15.74265,.7605553,0,25.78339,7.582287,0,0,0,.4708777,0,2.479225,2.268334,4.958451,0,0,1.592742,1.541352,.3084643,0,.7643934,.4559292,15.74265,.7605553,0,0,25.78339,0,0,7.582287,0,0,0,0,2.081497,0,0,0,0,0,.8976371,0,0,13.45703,14.13094,0,5.564566,0,2.081497,0,0,0,0,1.959142,0,.8976371,.1548988,26.99987,0,0,23.32494,4.080206,0,7.11595,.2036228,.029695
"usaipo1956-0572",04nov1952,06nov1956,07oct1956,12oct1956,"National Adults",1,"None",25,2011,18.99657,2.660625,10.73125,0,8.369985,49.05027,0,0,1.928678,4.3256,1.008896,0,2.430856,.497265,0,3.788267,2.698137,7.576534,0,2.350844,1.977783,1.856319,0,0,5.365626,5.365626,0,0,0,0,13.47172,1.447283,4.001201,24.00721,6.122858,0,0,0,2.288722,0,3.788267,2.698137,7.576534,0,0,2.350844,1.977783,.2375822,0,1.029993,.7924112,13.47172,1.447283,4.001201,0,24.00721,0,0,6.122858,0,0,.198906,0,1.856319,0,0,0,0,0,.6054004,0,0,18.86673,10.73125,0,7.102408,0,1.856319,0,0,0,.198906,1.008896,0,.6054004,.6050058,30.2481,0,0,19.59458,4.3256,0,4.359534,.497265,0
"usaipo1956-0573",04nov1952,06nov1956,18oct1956,23oct1956,"National Adults",1,"None",25,1928,19.63731,1.376907,9.42531,0,7.381033,52.96771,0,0,.8990837,3.404052,.8195493,0,3.979538,.1037404,.0057634,4.655812,2.047414,9.311624,0,2.080493,1.413531,.9844225,0,0,4.712655,4.712655,0,0,0,0,12.90298,1.089291,4.964499,29.78699,4.223947,0,0,0,.9771976,0,4.655812,2.047414,9.311624,0,0,2.080493,1.413531,.3283672,0,1.150577,.8222101,12.90298,1.089291,4.964499,0,29.78699,0,0,4.223947,0,0,.0518702,0,.9844225,0,0,0,0,0,.3406144,0,0,20.16561,9.42531,0,5.902089,0,.9844225,0,0,0,.0518702,.8195493,0,.3406144,.1284405,36.66299,0,0,17.12693,3.404052,0,4.878621,.1037404,.0057634
"usaipo1957-0583",06nov1956,08nov1960,17may1957,22may1957,"National Adults",1,"None",28,1549,20.949,2.872821,4.131698,.3873467,9.619109,43.70562,0,.2582311,2.453196,4.131698,3.227889,0,1.549387,0,6.714009,1.258877,2.162686,8.521626,2.162686,5.874758,.9683667,1.420271,0,1.258877,4.131698,0,0,0,0,.8392511,2.808263,3.227889,3.873467,21.23951,6.229825,0,.1936733,0,0,0,1.258877,2.162686,8.521626,2.162686,0,5.874758,.9683667,5.8102,.7101356,0,0,2.808263,3.227889,3.873467,0,21.23951,0,6.326663,6.229825,0,0,0,0,1.420271,0,.1936733,1.258877,0,0,0,0,0,27.46934,4.131698,.6455778,2.259522,0,1.420271,0,0,.8392511,0,3.227889,1.45255,0,0,28.34086,0,0,15.36475,4.131698,0,4.002582,0,6.714009
"usaipo1957-0588",06nov1956,08nov1960,29aug1957,04sep1957,"National Adults",1,"None",27,1512,21.76207,5.258724,10.33462,0,3.350051,38.76355,0,.7558579,1.922399,2.592593,3.421517,0,0,0,11.83862,.3527337,1.617064,15.42591,1.617064,1.284355,1.464947,1.495969,.042517,0,9.588373,0,0,0,0,0,12.73589,2.047745,6.04214,9.805367,.8818342,.6283069,0,0,0,0,.3527337,1.617064,15.42591,1.617064,0,1.284355,1.464947,1.284355,0,0,0,12.73589,2.047745,6.04214,0,9.805367,4.902683,2.347884,.8818342,0,0,3.720238,0,1.495969,.042517,0,0,0,0,0,0,0,23.04642,10.33462,.170068,2.065697,0,1.495969,0,.6283069,0,0,3.421517,3.720238,0,0,22.79794,0,0,15.96561,2.592593,0,1.922399,0,11.83862
"usaipo1957-0590",06nov1956,08nov1960,10oct1957,15oct1957,"National Adults",1,"None",32,1558,12.25931,4.343175,29.01155,0,8.664955,31.7929,0,.1925546,2.37484,1.98973,1.476252,0,0,0,7.894737,1.283697,.8664955,6.803595,.8664955,1.347882,1.091143,1.091143,0,1.283697,29.01155,0,0,0,0,.1283697,4.749679,4.621309,2.631579,11.48909,6.974754,0,1.219512,0,0,0,1.283697,.8664955,6.803595,.8664955,0,1.347882,1.091143,.2567394,.3209243,0,0,4.749679,4.621309,2.631579,0,11.48909,.4920839,.8344031,6.974754,0,0,1.412067,0,1.091143,0,0,1.283697,0,0,0,0,.5562688,12.83697,29.01155,.1925546,1.98973,0,1.091143,0,0,.6204536,0,1.476252,2.759949,0,0,19.23406,5.969191,0,12.55884,1.98973,0,2.37484,0,7.894737
"usaipo1958-0593",06nov1956,08nov1960,02jan1958,07jan1958,"National Adults",1,"None",37,1501,19.25383,8.694204,4.530313,.0666222,7.861426,45.63624,.1332445,.0666222,2.331779,.8327782,2.465023,0,.0666222,0,8.061293,3.397735,7.328448,5.996003,0,1.665556,.8660893,3.864091,0,0,4.530313,0,0,0,0,.0333111,16.95758,7.794804,7.061959,13.68865,0,0,0,.2331779,0,0,3.397735,7.328448,5.996003,0,0,1.665556,.8660893,.4663558,0,.2331779,0,16.95758,7.794804,7.061959,0,13.68865,0,.1332445,0,.1332445,0,4.73018,0,3.864091,0,0,0,0,0,0,0,.0999334,19.95337,4.530313,.1332445,1.665556,0,3.864091,0,0,.0666222,0,2.465023,4.796802,0,0,28.54541,5.463025,0,17.22407,.8327782,0,2.398401,0,8.061293
"usaipo1958-0596",06nov1956,08nov1960,06mar1958,11mar1958,"National Adults",1,"None",36,1583,46.36766,6.127606,3.916614,.1263424,4.379869,26.63719,.0631712,0,2.084649,.4421984,2.463676,0,.1263424,0,7.264688,.0631712,20.40429,3.600758,20.40429,.7580543,1.137082,2.274163,0,0,3.916614,0,0,0,0,.0631712,10.7549,3.284902,4.400927,7.248895,0,0,0,0,0,0,.0631712,20.40429,3.600758,20.40429,0,.7580543,1.137082,0,0,0,0,10.7549,3.284902,4.400927,0,7.248895,0,.9475679,0,.0631712,0,3.7271,0,2.274163,0,0,0,0,0,0,0,.1263424,46.36766,3.916614,.1263424,1.642451,0,2.274163,0,0,.1263424,0,2.463676,3.790272,0,0,14.93472,2.674247,0,11.76563,.4421984,0,2.210992,0,7.264688
"usaipo1958-0601",06nov1956,08nov1960,10jul1958,15jul1958,"National Adults",1,"None",39,1496,35.69519,1.704545,6.016043,.2005348,2.372995,37.63369,.0668449,.2005348,1.604278,1.136364,1.136364,0,3.542781,0,8.689839,5.695188,11.39038,4.679144,11.39038,1.938503,.6016043,1.136364,0,0,6.016043,0,0,0,0,.1002674,21.33467,1.470588,2.540107,10.08244,0,0,.4010695,0,0,0,5.695188,11.39038,4.679144,11.39038,0,1.938503,.6016043,.3342246,0,0,0,21.33467,1.470588,2.540107,0,10.08244,0,2.205882,0,.0668449,0,0,0,1.136364,0,0,0,0,0,0,0,.5681818,36.02941,6.016043,.4010695,1.470588,0,1.136364,0,0,.2005348,0,1.136364,.4679144,0,0,14.09314,.4679144,0,23.6074,1.136364,0,5.147059,0,8.689839
"usaipo1958-0603",06nov1956,08nov1960,20aug1958,25aug1958,"National Adults",1,"None",16,1563,21.02036,1.051018,9.590541,0,4.269761,46.96737,0,0,0,1.313773,1.773593,0,8.670899,2.671338,2.671338,2.003503,11.75827,4.007007,0,2.003503,1.248084,1.051018,0,0,7.192905,2.397635,0,0,0,0,27.37902,.5255091,2.233413,6.844756,8.473834,0,0,0,0,0,2.003503,11.75827,4.007007,0,0,2.003503,1.248084,0,0,1.051018,1.051018,27.37902,.5255091,2.233413,0,6.844756,0,1.510839,8.473834,0,0,0,0,1.051018,0,0,0,0,0,0,0,0,21.02036,9.590541,0,1.90497,0,1.051018,0,0,0,0,1.773593,0,0,0,10.6547,1.313773,0,37.36369,1.313773,0,8.670899,2.671338,2.671338
"usaipo1958-0604",06nov1956,08nov1960,10sep1958,15sep1958,"National Adults",1,"None",17,1514,16.07022,1.012829,16.88049,0,1.935629,53.16228,0,0,0,.7427414,1.147873,0,4.591492,2.228224,2.228224,1.654288,8.710331,1.654288,0,3.308575,.7427414,1.012829,0,0,12.66036,4.220121,0,0,0,0,29.81769,.4951609,1.012829,7.454423,8.39973,0,0,0,0,0,1.654288,8.710331,1.654288,0,0,3.308575,.7427414,0,0,.9903219,.9903219,29.81769,.4951609,1.012829,0,7.454423,2.282242,1.417961,10.68197,0,0,0,0,1.012829,0,0,0,0,0,0,0,0,16.07022,16.88049,0,.6752194,0,1.012829,0,0,0,0,1.147873,0,0,0,12.23498,.2700878,0,41.91762,.7427414,0,4.591492,2.228224,2.228224
"usaipo1958-0605",06nov1956,08nov1960,24sep1958,29sep1958,"National Adults",1,"None",17,1665,17.69404,.6143764,17.81692,0,1.535941,52.95925,0,0,0,.1843129,.4915012,0,4.116322,2.293672,2.293672,2.87221,5.590826,5.74442,0,2.87221,.6143764,.6143764,0,0,13.36269,4.454229,0,0,0,0,32.53738,.3686258,.5529388,8.134344,6.696703,0,0,0,0,0,2.87221,5.590826,5.74442,0,0,2.87221,.6143764,0,0,.7372517,.7372517,32.53738,.3686258,.5529388,0,8.134344,1.781692,1.105878,8.478395,0,0,0,0,.6143764,0,0,0,0,0,0,0,0,17.69404,17.81692,0,.6143764,0,.6143764,0,0,0,0,.4915012,0,0,0,11.57485,.1843129,0,42.12165,.1843129,0,4.116322,2.293672,2.293672
"usaipo1958-0606",06nov1956,08nov1960,15oct1958,20oct1958,"National Adults",1,"None",17,1553,24.06877,1.057968,14.28257,0,1.741239,46.13181,0,0,0,.3306149,.9918448,0,6.017192,2.689002,2.689002,3.636764,7.670267,7.273529,0,3.636764,1.851444,1.057968,0,0,10.71192,3.570641,0,0,0,0,31.92087,.308574,1.520829,7.73639,2.611858,0,0,0,0,0,3.636764,7.670267,7.273529,0,0,3.636764,1.851444,0,0,.6171479,.6171479,31.92087,.308574,1.520829,0,7.73639,0,1.057968,3.587172,0,0,0,0,1.057968,0,0,0,0,0,0,0,0,24.06877,14.28257,0,.5951069,0,1.057968,0,0,0,0,.9918448,0,0,0,10.18294,.5289839,0,36.56601,.3306149,0,6.017192,2.689002,2.689002
"usaipo1959-0610",06nov1956,08nov1960,04feb1959,09feb1959,"National Adults",22,"None",18,1616,26.46686,1.646264,10.19417,0,5.086535,43.28831,0,0,0,.443225,.9497678,0,7.281553,2.321655,2.321655,2.105319,9.054453,8.421274,4.210637,2.105319,.5698607,1.646264,0,0,7.645631,2.548544,0,0,0,0,31.45631,.865344,.8231321,7.864078,0,0,0,0,0,0,2.105319,9.054453,8.421274,4.210637,0,2.105319,.5698607,0,0,1.730688,1.730688,31.45631,.865344,.8231321,0,7.864078,.5065429,1.7729,0,0,0,0,0,1.646264,0,0,0,0,0,0,0,0,26.46686,10.19417,0,1.013086,0,1.646264,0,0,0,0,.9497678,0,0,0,11.78978,2.342761,0,33.22921,.443225,0,7.281553,2.321655,2.321655
"usaipo1959-0612",06nov1956,08nov1960,02apr1959,07apr1959,"National Adults",1,"None",19,1735,27.49215,1.412873,6.887755,0,2.570644,46.93877,0,0,0,.1177394,2.413658,0,7.88854,2.138932,2.138932,2.253869,10.65542,6.761606,4.507737,2.253869,1.059655,1.412873,0,0,5.165816,1.721939,0,0,0,0,35.60439,.5494506,1.177394,8.901098,0,0,0,0,0,0,2.253869,10.65542,6.761606,4.507737,0,2.253869,1.059655,0,0,1.098901,1.098901,35.60439,.5494506,1.177394,0,8.901098,0,.7064364,0,0,0,0,0,1.412873,0,0,0,0,0,0,0,0,27.49215,6.887755,0,.8830455,0,1.412873,0,0,0,0,2.413658,0,0,0,11.72684,.588697,0,36.31083,.1177394,0,7.88854,2.138932,2.138932
"usaipo1959-0616",06nov1956,08nov1960,23jul1959,28jul1959,"National Adults",1,"None",18,1532,31.07357,1.133585,7.935096,0,3.200711,46.34363,0,0,0,.2667259,1.000222,0,4.734385,2.156035,2.156035,2.772045,5.86797,8.316133,5.544089,2.772045,5.801289,1.133585,0,0,5.951322,1.983774,0,0,0,0,33.12736,.3334074,1.200267,8.28184,0,0,0,0,0,0,2.772045,5.86797,8.316133,5.544089,0,2.772045,5.801289,0,0,.6668148,.6668148,33.12736,.3334074,1.200267,0,8.28184,2.133807,1.266948,0,0,0,0,0,1.133585,0,0,0,0,0,0,0,0,31.07357,7.935096,0,1.200267,0,1.133585,0,0,0,0,1.000222,0,0,0,12.61614,1.33363,0,34.39431,.2667259,0,4.734385,2.156035,2.156035
"usaipo1959-0618",06nov1956,08nov1960,18sep1959,23sep1959,"National Adults",1,"Duplicate",19,1639,22.06901,1.331597,5.02456,0,3.793573,53.99775,0,0,0,.0532639,3.692963,0,4.864769,2.586258,2.586258,1.942864,3.959283,5.828592,3.885728,1.942864,4.509676,1.331597,0,0,3.76842,1.25614,0,0,0,0,39.98698,.3610108,2.627685,9.992306,.1242824,0,0,0,0,0,1.942864,3.959283,5.828592,3.885728,0,1.942864,4.509676,0,0,.7220216,.7220216,39.98698,.3610108,2.627685,0,9.992306,.4083565,.4971296,.1242824,0,0,0,0,1.331597,0,0,0,0,0,0,0,0,22.06901,5.02456,0,1.544653,0,1.331597,0,0,0,0,3.692963,0,0,0,14.11138,1.526898,0,40.60839,.0532639,0,4.864769,2.586258,2.586258
"usaipo1960-0624",06nov1956,08nov1960,04feb1960,09feb1960,"National Adults",1,"Duplicate",24,1580,16.19006,2.776082,5.252008,0,8.40554,46.45925,0,0,0,3.571429,2.810664,0,9.09632,0,5.438653,0,4.132739,6.752981,0,2.032792,1.920948,1.692128,0,0,3.501338,1.750669,0,0,0,0,18.63905,7.733677,2.577892,16.72391,0,0,0,0,0,0,0,4.132739,6.752981,0,1.350596,2.032792,1.920948,.5319952,0,3.089903,3.089903,18.63905,7.733677,2.577892,0,16.72391,0,.7847226,0,0,0,0,.7226359,1.692128,0,.361318,0,0,0,0,0,0,15.37146,5.252008,0,1.745441,1.350596,1.692128,0,0,0,0,2.810664,1.083954,0,0,30.12538,3.0382,0,19.42377,3.571429,0,9.09632,0,5.438653
"usaipo1960-0627",06nov1956,08nov1960,28apr1960,03may1960,"National Adults",1,"Duplicate",25,1423,17.8484,3.121687,17.53859,6.856344,5.654295,45.8031,0,0,0,.8035434,2.110118,0,.2482492,0,.0156789,0,5.989992,5.293355,0,3.262766,1.537838,2.137556,0,0,8.769294,8.769294,0,6.856344,0,0,19.34384,3.256731,1.628365,19.16353,0,0,0,0,0,0,0,5.989992,5.293355,0,1.764451,3.262766,1.537838,.8309816,0,1.782915,1.782915,19.34384,3.256731,1.628365,0,19.16353,0,2.41063,0,0,0,0,.6560872,2.137556,0,.3280436,0,0,0,0,0,0,16.91493,17.53859,0,2.691544,1.764451,2.137556,0,0,0,0,8.966462,.9841307,0,0,25.83154,.3488554,0,21.75447,.8035434,0,.2482492,0,.0156789
"usaipo1960-0628",06nov1956,08nov1960,26may1960,31may1960,"National Adults",1,"Duplicate",24,1541,13.46948,1.610922,5.246051,0,5.497433,61.01099,0,0,0,2.180503,1.155127,0,9.829487,0,0,0,3.619244,4.731313,0,1.527156,2.014665,.8546168,.1890764,0,3.497367,1.748684,0,0,0,0,33.60462,.0516707,.0516707,26.77427,0,0,0,0,0,0,0,3.619244,4.731313,0,1.577104,1.527156,2.014665,.6097141,0,.1779768,.1779768,33.60462,.0516707,.0516707,0,26.77427,0,.5287634,0,0,0,0,.3781528,.8546168,.1890764,.1890764,0,0,0,0,0,0,12.50209,5.246051,.1890764,.3054312,1.577104,.8546168,0,0,0,0,1.155127,.5672293,0,0,27.05559,4.404311,0,34.13338,2.180503,0,9.829487,0,0
"usaipo1960-0629",06nov1956,08nov1960,16jun1960,21jun1960,"National Adults",1,"Duplicate",25,1408,9.884383,.90681,6.538044,12.8994,2.27445,66.49476,0,0,0,.1462366,.7913978,0,.0645161,0,0,0,3.448029,2.802116,0,1.202151,1.031029,.5120328,0,0,3.269022,3.269022,0,12.8994,0,0,36.7731,1.984025,.9920123,25.70835,0,0,0,0,0,0,0,3.448029,2.802116,0,1.401058,1.202151,1.031029,.2408602,0,1.042192,1.042192,36.7731,1.984025,.9920123,0,25.70835,0,1.037276,0,0,0,0,.2631848,.5120328,0,.1315924,0,0,0,0,0,0,8.724185,6.538044,0,.9698924,1.401058,.5120328,0,0,0,0,13.6908,.3947773,0,0,29.72658,.0215054,0,37.81038,.1462366,0,.0645161,0,0
"usaipo1960-0631",06nov1956,08nov1960,16jul1960,21jul1960,"National Adults",1,"Duplicate",31,2247,10.71209,.775174,6.678071,0,3.199562,63.75693,0,0,1.919489,5.446051,1.175567,0,6.337071,0,0,1.100686,4.011339,2.719406,0,.7997183,1.174469,.480642,0,0,4.452048,2.226024,0,0,0,0,36.30287,2.827927,.9426423,20.11422,1.320744,0,0,0,.9700346,0,1.100686,4.011339,2.719406,0,.9064688,.7997183,1.174469,.1152516,0,.9426423,.9426423,36.30287,2.827927,.9426423,0,20.11422,.3726469,.5551287,2.641488,0,0,0,.0589064,.480642,0,.1178128,0,0,0,0,0,.1178128,9.920871,6.678071,0,1.606571,.9064688,.480642,0,0,0,0,1.175567,.294532,0,0,25.20008,.5350969,0,39.49949,5.446051,0,8.25656,0,0
"usaipo1960-0632",06nov1956,08nov1960,30jul1960,04aug1960,"National Adults",1,"Duplicate",34,2637,11.79163,.9314235,6.704276,.0320077,3.263869,67.37975,0,.2240538,0,1.322984,.8108613,0,4.41706,3.030061,.0920221,1.242432,4.567496,2.594223,0,1.782294,.7404444,.2752661,0,0,4.022565,2.68171,0,.0320077,0,0,41.21225,1.889063,.9445314,21.17979,.724974,0,0,0,1.066923,0,1.242432,4.567496,2.594223,0,.8647408,1.782294,.7404444,.096023,0,1.024551,1.024551,41.21225,1.889063,.9445314,0,21.17979,.1600384,.5441306,1.449948,0,0,0,.4374383,.2752661,0,.2187192,0,0,0,0,0,0,11.02291,6.704276,0,1.976855,.8647408,.2752661,0,0,0,0,.842869,.6561575,0,.2240538,25.19797,.1664399,0,43.20633,1.322984,0,4.41706,3.030061,.0920221
"usaipo1960-0633",06nov1956,08nov1960,11aug1960,16aug1960,"National Adults",1,"Duplicate",34,2498,13.46896,1.422085,7.354384,0,3.21164,66.44033,0,.0732796,1.326012,1.762201,.8898241,0,3.959427,0,.0918626,1.490759,4.410154,3.872831,0,2.04834,.3559296,.5063661,0,0,4.902923,2.451461,0,0,0,0,36.8567,1.726404,.8632022,23.43939,.9438838,0,0,0,1.13409,0,1.490759,4.410154,3.872831,0,1.290944,2.04834,.3559296,.0907272,0,.8922814,.8922814,36.8567,1.726404,.8632022,0,23.43939,.1314796,1.535383,1.887768,0,0,0,.1831437,.5063661,0,.3662874,0,0,0,0,0,.3662874,12.26874,7.354384,0,2.005303,1.290944,.5063661,0,0,0,0,.8898241,.9157185,0,.0732796,27.05276,.2233284,0,40.27985,1.762201,0,5.285439,0,.0918626
"usaipo1960-0634",06nov1956,08nov1960,25aug1960,30aug1960,"National Adults",1,"Duplicate",32,1642,11.3082,1.936869,7.1496,0,3.244372,58.86043,0,.029967,1.936299,5.498725,.758166,0,2.380881,0,6.896485,1.518496,5.378251,1.9673,0,1.23614,.5522497,1.192688,0,0,4.7664,2.3832,0,0,0,0,37.86853,1.842473,.6141577,15.17306,1.135453,0,0,0,.6652682,0,1.518496,5.378251,1.9673,0,.6557667,1.23614,.5522497,.029967,0,.9138281,.9138281,37.86853,1.842473,.6141577,0,15.17306,.187294,.9040056,2.270907,0,0,0,.4961209,1.192688,0,.2480605,0,0,0,0,0,0,10.6824,7.1496,0,1.844114,.6557667,1.192688,0,0,0,0,.758166,.7441814,0,.029967,18.73081,.4564622,0,41.04345,5.498725,0,4.31718,0,6.896485
"usaipo1960-0635",06nov1956,08nov1960,09sep1960,14sep1960,"National Adults",1,"Duplicate",34,1510,11.71453,2.104168,6.79413,.1104566,3.401536,65.43282,0,.1840943,.8678729,5.389403,1.202749,0,2.798233,0,0,.8158882,4.91593,4.334192,0,.4553265,1.193194,1.00872,0,0,4.52942,2.26471,0,.1104566,0,0,41.19999,2.42233,.8074433,18.8122,.5655054,0,0,0,1.378165,0,.8158882,4.91593,4.334192,0,0,.4553265,1.193194,.1840943,0,.8074433,.8074433,41.19999,2.42233,.8074433,0,18.8122,.2559787,.8038782,1.131011,0,0,0,.3651495,1.00872,0,.3651495,0,0,0,0,0,.3651495,11.89863,6.79413,0,1.609188,0,1.00872,0,0,0,0,1.313206,1.095448,0,.1840943,23.10539,.80081,0,43.13488,5.389403,0,3.666106,0,0
