ccode,govtseq,minister_id,name,gender,birthyear,portfolio,party,marpor,mstart_day,mstart_month,mstart_year,mts_start,mend_day,mend_month,mend_year,mts_end,died
"USA",34,1389,"Geithner","Male",1961,"Secretary of the Treasury","DEM",61320,26,1,2009,26jan2009,20,1,2011,20jan2011,0
"USA",34,383,"Biden","Male",1942,"Vice President of the United States","DEM",61320,20,1,2009,20jan2009,20,1,2011,20jan2011,0
"USA",35,1720,"Holder","Male",1951,"Attorney General","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,2932,"Napolitano","Female",1957,"Department of Homeland Security","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,3038,"Obama","Male",1961,"President of the United States","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,4413,"Vilsack","Male",1950,"Secretary of Agriculture","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,421,"Blank","Female",1955,"Secretary of Commerce","DEM",61320,22,6,2012,22jun2012,19,1,2013,19jan2013,0
"USA",35,2424,"Locke","Male",1950,"Secretary of Commerce","DEM",61320,20,1,2011,20jan2011,1,8,2011,01aug2011,0
"USA",35,577,"Bryson","Male",1943,"Secretary of Commerce","DEM",61320,20,10,2011,20oct2011,21,6,2012,21jun2012,0
"USA",35,1377,"Gates","Male",1943,"Secretary of Defense","REP",61620,20,1,2011,20jan2011,30,6,2011,30jun2011,0
"USA",35,3184,"Panetta","Male",1938,"Secretary of Defense","DEM",61320,1,7,2011,01jul2011,19,1,2013,19jan2013,0
"USA",35,1092,"Duncan","Male",1964,"Secretary of Education","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,743,"Chu","Male",1948,"Secretary of Energy","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,3785,"Sebelius","Female",1948,"Secretary of Health and Human Services","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,1053,"Donovan","Male",1966,"Secretary of Housing and Urban Development","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,3950,"Solis","Female",1957,"Secretary of Labor","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,776,"Clinton","Female",1947,"Secretary of State","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,2278,"LaHood","Male",1945,"Secretary of Transportation","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,3839,"Shinseki","Male",1942,"Secretary of Veterans Affairs","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,3684,"Salazar","Male",1955,"Secretary of the Interior","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,1389,"Geithner","Male",1961,"Secretary of the Treasury","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",35,383,"Biden","Male",1942,"Vice President of the United States","DEM",61320,20,1,2011,20jan2011,19,1,2013,19jan2013,0
"USA",36,816,"Contreras-Sweet","Female",1955,"Administrator, Small Business Administration","DEM",61320,27,3,2014,27mar2014,,,,,0
"USA",36,2756,"Mills","Female",1953,"Administrator, Small Business Administration","DEM",61320,20,1,2013,20jan2013,1,9,2013,01sep2013,0
"USA",36,1769,"Hulit","Female",1958,"Administrator, Small Business Administration","DEM",61320,1,9,2013,01sep2013,,,,,0
"USA",36,2583,"Markowitz","Female",1966,"Administrator, Small Business Administration","DEM",61320,7,2,2014,07feb2014,27,3,2014,27mar2014,0
"USA",36,1839,"Jackson","Female",1962,"Adminstrator, Environmental Protection Agency","DEM",61320,20,1,2013,20jan2013,19,2,2013,19feb2013,0
"USA",36,2652,"McCarthy","Female",1954,"Adminstrator, Environmental Protection Agency","DEM",61320,18,7,2013,18jul2013,,,,,0
"USA",36,1720,"Holder","Male",1951,"Attorney General","DEM",61320,20,1,2013,20jan2013,,,,,0
"USA",36,1334,"Furman","Male",1970,"Chair, Council of Economic Advisors","DEM",61320,1,8,2013,01aug2013,,,,,0
"USA",36,2932,"Napolitano","Female",1957,"Department of Homeland Security","DEM",61320,20,1,2013,20jan2013,6,9,2013,06sep2013,0
"USA",36,1915,"Johnson","Male",1957,"Department of Homeland Security","DEM",61320,16,12,2013,16dec2013,,,,,0
"USA",36,1053,"Donovan","Male",1966,"Director, Office of Management and Budget","DEM",61320,10,7,2014,10jul2014,,,,,0
"USA",36,605,"Burwell","Female",1965,"Director, Office of Management and Budget","DEM",61320,24,4,2013,24apr2013,10,7,2014,10jul2014,0
"USA",36,3038,"Obama","Male",1961,"President of the United States","DEM",61320,20,1,2013,20jan2013,,,,,0
"USA",36,4413,"Vilsack","Male",1950,"Secretary of Agriculture","DEM",61320,20,1,2013,20jan2013,,,,,0
"USA",36,421,"Blank","Female",1955,"Secretary of Commerce","DEM",61320,20,1,2013,20jan2013,1,6,2013,01jun2013,0
"USA",36,3432,"Pritzker","Female",1959,"Secretary of Commerce","DEM",61320,25,6,2013,25jun2013,,,,,0
"USA",36,1571,"Hagel","Male",1946,"Secretary of Defense","REP",61620,26,2,2013,26feb2013,,,,,0
"USA",36,1092,"Duncan","Male",1964,"Secretary of Education","DEM",61320,20,1,2013,20jan2013,,,,,0
"USA",36,2811,"Moniz","Male",1944,"Secretary of Energy","DEM",61320,16,5,2013,16may2013,,,,,0
"USA",36,3785,"Sebelius","Female",1948,"Secretary of Health and Human Services","DEM",61320,20,1,2013,20jan2013,5,6,2014,05jun2014,0
"USA",36,605,"Burwell","Female",1965,"Secretary of Health and Human Services","DEM",61320,5,6,2014,05jun2014,,,,,0
"USA",36,1053,"Donovan","Male",1966,"Secretary of Housing and Urban Development","DEM",61320,20,1,2013,20jan2013,9,7,2014,09jul2014,0
"USA",36,682,"Castro","Male",1974,"Secretary of Housing and Urban Development","DEM",61320,9,7,2014,09jul2014,,,,,0
"USA",36,3286,"Perez","Male",1961,"Secretary of Labor","DEM",61320,18,7,2013,18jul2013,,,,,0
"USA",36,2067,"Kerry","Male",1943,"Secretary of State","DEM",61320,29,1,2013,29jan2013,,,,,0
"USA",36,1296,"Foxx","Male",1971,"Secretary of Transportation","DEM",61320,27,6,2013,27jun2013,,,,,0
"USA",36,2661,"McDonald","Male",1953,"Secretary of Veterans Affairs","REP",61620,29,7,2014,29jul2014,,,,,0
"USA",36,3839,"Shinseki","Male",1942,"Secretary of Veterans Affairs","DEM",61320,20,1,2013,20jan2013,29,7,2014,29jul2014,0
"USA",36,1899,"Jewell","Female",1956,"Secretary of the Interior","DEM",61320,10,4,2013,10apr2013,,,,,0
"USA",36,2380,"Lew","Male",1955,"Secretary of the Treasury","DEM",61320,27,2,2013,27feb2013,,,,,0
"USA",36,3417,"Power","Female",1970,"United States Ambassador to the United Nations","DEM",61320,1,8,2013,01aug2013,,,,,0
"USA",36,3547,"Rice","Female",1964,"United States Ambassador to the United Nations","DEM",61320,20,1,2013,20jan2013,1,7,2013,01jul2013,0
"USA",36,1316,"Froman","Male",1962,"United States Trade Representative","DEM",61320,19,6,2013,19jun2013,,,,,0
"USA",36,2088,"Kirk","Male",1954,"United States Trade Representative","DEM",61320,20,1,2013,20jan2013,15,3,2013,15mar2013,0
"USA",36,383,"Biden","Male",1942,"Vice President of the United States","DEM",61320,20,1,2013,20jan2013,,,,,0
"USA",36,2662,"McDonough","Male",1969,"White House Chief of Staff","DEM",61320,25,1,2013,25jan2013,,,,,0
"Canada",18,797,"Collins","Female",1940,"Associate Minister of National Defence","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,2647,"Mazankowski","Male",1935,"Deputy Prime Minister, Minister of Finance","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,2647,"Mazankowski","Male",1935,"Deputy Prime Minister, President of the Queen's Privy Council for Canada, Minister of Agriculture","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2888,"Murray","Male",1936,"Leader of the Government in the Senate, Minister of State (Federal-Provincial Relations)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,797,"Collins","Female",1940,"Minister Responsible for the Status of Women","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2305,"Landry","Female",1937,"Minister for External Relations","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,4397,"Vezina","Female",1935,"Minister for External Relations","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,871,"Crosbie","Male",1931,"Minister for International Trade","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,1708,"Hockin","Male",1938,"Minister for Science","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,4512,"Winegard","Male",1924,"Minister for Science","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,871,"Crosbie","Male",1931,"Minister for the Purposes of the Atlantic Canada Opportunities Agency","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,2489,"MacKay","Male",1936,"Minister for the Purposes of the Atlantic Canada Opportunities Agency","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2666,"McKnight","Male",1940,"Minister of Agriculture","CON",62623,22,4,1991,22apr1991,3,1,1993,03jan1993,0
"Canada",18,2643,"Mayer","Male",1936,"Minister of Agriculture","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,311,"Beatty","Male",1950,"Minister of Communications","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,2615,"Masse","Male",1936,"Minister of Communications","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,418,"Blais","Male",1948,"Minister of Consumer and Corporate Affairs, Minister of State (Agriculture)","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,4414,"Vincent","Male",1955,"Minister of Consumer and Corporate Affairs, Minister of State (Indian Affairs and Northern Development)","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,2487,"MacDougall","Female",1937,"Minister of Employment and Immigration","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,4319,"Valcourt","Male",1952,"Minister of Employment and Immigration","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,1156,"Epp","Male",1939,"Minister of Energy, Mines and Resources","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,4508,"Wilson","Male",1937,"Minister of Finance","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,871,"Crosbie","Male",1931,"Minister of Fisheries and Oceans","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,4319,"Valcourt","Male",1952,"Minister of Fisheries and Oceans","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,3040,"Oberle","Male",1942,"Minister of Forestry","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,3851,"Siddon","Male",1941,"Minister of Indian Affairs and Northern Development","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,511,"Bouchard","Male",1940,"Minister of Industry, Science and Technology","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,4508,"Wilson","Male",1937,"Minister of Industry, Science and Technology, Minister for International Trade","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,640,"Campbell","Female",1947,"Minister of Justice and Attorney General of Canada","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,418,"Blais","Male",1948,"Minister of Justice and Attorney General of Canada, Minister of State (Agriculture)","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,923,"Danis","Male",1943,"Minister of Labour","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,827,"Corbeil","Male",1934,"Minister of Labour, Minister of State (Transport)","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2615,"Masse","Male",1936,"Minister of National Defence","CON",62623,22,4,1991,22apr1991,3,1,1993,03jan1993,0
"Canada",18,2666,"McKnight","Male",1940,"Minister of National Defence","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,640,"Campbell","Female",1947,"Minister of National Defence","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,311,"Beatty","Male",1950,"Minister of National Health and Welfare","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,511,"Bouchard","Male",1940,"Minister of National Health and Welfare","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,1887,"Jelinek","Male",1940,"Minister of National Revenue","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2489,"MacKay","Male",1936,"Minister of Public Works","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,562,"Browes","Female",1938,"Minister of State (Employment and Immigration)","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,4397,"Vezina","Female",1935,"Minister of State (Employment and Immigration)","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,562,"Browes","Female",1938,"Minister of State (Environment)","CON",62623,22,4,1991,22apr1991,3,1,1993,03jan1993,0
"Canada",18,3507,"Redway","Male",1935,"Minister of State (Housing)","CON",62623,7,12,1988,07dec1988,15,3,1991,15mar1991,0
"Canada",18,2305,"Landry","Female",1937,"Minister of State (Indian Affairs and Northern Development)","CON",62623,22,4,1991,22apr1991,3,1,1993,03jan1993,0
"Canada",18,2594,"Martin","Female",1932,"Minister of State (Indian Affairs and Northern Development)","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,4478,"Weiner","Male",1933,"Minister of State (Multiculturalism and Citizenship)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2660,"McDermid","Male",1940,"Minister of State (Privatization and Regulatory Affairs)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,4397,"Vezina","Female",1935,"Minister of State (Seniors)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,1708,"Hockin","Male",1938,"Minister of State (Small Business and Tourism)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2594,"Martin","Female",1932,"Minister of State (Transport)","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,923,"Danis","Male",1943,"Minister of State (Youth), Minister of State (Fitness and Amateur Sport), Deputy Leader of the Government in the Commons","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,628,"Cadieux","Male",1948,"Minister of State (Youth), Minister of State (Fitness and Amateur Sport), Deputy Leader of the Government in the Commons","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,110,"Andre","Male",1940,"Minister of State and Leader of the Government","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,1007,"Dick","Male",1940,"Minister of Supply and Services","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,827,"Corbeil","Male",1934,"Minister of Transport","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,2382,"Lewis","Male",1938,"Minister of Transport","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2701,"Merrithew","Male",1931,"Minister of Veterans' Affairs","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,640,"Campbell","Female",1947,"Minister of Veterans' Affairs","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,797,"Collins","Female",1940,"Minister of Western Economic Diversification, Minister of State (Environment)","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,2643,"Mayer","Male",1936,"Minister of Western Economic Diversification, Minister of State (Grains and Oilseeds)","CON",62623,7,12,1988,07dec1988,3,1,1993,03jan1993,0
"Canada",18,707,"Charest","Male",1958,"Minister of the Environment","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,4635,"de Cotret","Male",1944,"Minister of the Environment","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,763,"Clark","Male",1939,"President of the Queen's Privy Council for Canada, Minister Responsible for Constitutional Affairs","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,2426,"Loiselle","Male",1929,"President of the Treasury Board, Minister of State (Finance)","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2875,"Mulroney","Male",1939,"Prime Minister","CON",62623,7,12,1988,07dec1988,24,6,1993,24jun1993,0
"Canada",18,2305,"Landry","Female",1937,"Secretary of State for Canada","CON",62623,4,1,1993,04jan1993,24,6,1993,24jun1993,0
"Canada",18,4635,"de Cotret","Male",1944,"Secretary of State for Canada","CON",62623,22,4,1991,22apr1991,3,1,1993,03jan1993,0
"Canada",18,763,"Clark","Male",1939,"Secretary of State for External Affairs","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2487,"MacDougall","Female",1937,"Secretary of State for External Affairs","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",18,4478,"Weiner","Male",1933,"Secretary of State of Canada","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,628,"Cadieux","Male",1948,"Solicitor General of Canada","CON",62623,7,12,1988,07dec1988,21,4,1991,21apr1991,0
"Canada",18,2382,"Lewis","Male",1938,"Solicitor General of Canada","CON",62623,22,4,1991,22apr1991,24,6,1993,24jun1993,0
"Canada",19,707,"Charest","Male",1958,"Deputy Prime Minister, Minister of Industry, Science and Technology","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,2888,"Murray","Male",1936,"Leader of the Government in the Senate","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,1708,"Hockin","Male",1938,"Minister for International Trade","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,2972,"Nicholson","Male",1952,"Minister for Science, Minister Responsible for Small Business","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,2643,"Mayer","Male",1936,"Minister of Agriculture, Minister Responsible for Small Communities and Rural Areas","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,4478,"Weiner","Male",1933,"Minister of Culturalism and Citizenship","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,4319,"Valcourt","Male",1952,"Minister of Employment and Immigration, Minister of Labour","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,3969,"Sparrow","Female",1935,"Minister of Energy, Mines and Resources, Minister of Forestry","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,2426,"Loiselle","Male",1929,"Minister of Finance","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,3518,"Reid","Male",1952,"Minister of Fisheries and Oceans, Minister for the Atlantic Canada Opportunities Agency","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,562,"Browes","Female",1938,"Minister of Indian Affairs and Northern Development","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,418,"Blais","Male",1948,"Minister of Justice and Attorney General of Canada, President of the Queen's Privy Council for Canada","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,3851,"Siddon","Male",1941,"Minister of National Defence","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,797,"Collins","Female",1940,"Minister of National Health and Welfare, Minister Responsible for the Status of Women","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,4281,"Turner","Male",1949,"Minister of National Revenue","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,1007,"Dick","Male",1940,"Minister of Supply and Services, Minister of Public Works","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,827,"Corbeil","Male",1934,"Minister of Transport","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,2656,"McCreath","Male",1943,"Minister of Veterans' Affairs","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,3758,"Schneider","Male",1938,"Minister of Western Economic Diversification","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,4414,"Vincent","Male",1955,"Minister of the Environment","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,1116,"Edwards","Male",1936,"President of the Treasury Board","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
"Canada",19,640,"Campbell","Female",1947,"Prime Minister","CON",62623,25,6,1993,25jun1993,3,11,1993,03nov1993,0
